accuLine,Construction,verb,rec,rec.def,rec.pron,rec.anim,thm,thm.def,thm.pron,thm.anim
. went and got a teacher or gave &a glass of water& to $them$ or what it was,gave them a glass of water,gave,them,Def,pronoun,Anim,a glass of water,Indef,non,Inanim
gave &that& to $me$,gave me that.,gave,me,Def,pronoun,Anim,that,Def,pronoun,Inanim
and . sometimes he used to give &presents& to $us$ I remember he gave us gloves .,give us presents,give,us,Def,pronoun,Anim,presents,Indef,non,Inanim
and . sometimes he used to give us presents I remember he gave &gloves& to $us$,gave us gloves .,gave,us,Def,pronoun,Anim,gloves,Indef,non,Inanim
<Mrs Lunn: /not/> ./and he/ used to give &these presents& to $us$ /when he was/ <Interviewer: /yeah/> coming back from /Dunedin/ <Interviewer: /yeah/> <Mrs Lunn: /mmm/> . oh .,give us these presents,give,us,Def,pronoun,Anim,these presents,Def,non,Inanim
read &Polly Anna& to $us$ chapter by chapter .,read us Polly Anna,read,us,Def,pronoun,Anim,Polly Anna,Def-pn,non,Inanim
or else or I would tell &a story& to $him$,tell him a story,tell,him,Def,pronoun,Anim,a story,Indef,non,Inanim
I was a great one for telling &stories& to $him$,telling him stories,telling,him,Def,pronoun,Anim,stories,Indef,non,Inanim
my godmother gave &a birthday cake& to $me$ and it was a miniature wedding cake .,gave me a birthday cake,gave,me,Def,pronoun,Anim,a birthday cake,Indef,non,Inanim
and she gave &a doll& to $me$ when I was about . eight I think .,gave me a doll,gave,me,Def,pronoun,Anim,a doll,Indef,non,Inanim
I suppose it was the next year . she gave &a baby doll& to $me$ .,gave me a baby doll,gave,me,Def,pronoun,Anim,a baby doll,Indef,non,Inanim
it was celluloid . and I gave that to [Raewyn?] and I gave &my dolls& to $her$,gave her my dolls,gave,her,Def,pronoun,Anim,my dolls,Def,non,Inanim
she gave &those presents& to $me$ but mother . I think mostly gave me um .,gave me those presents,gave,me,Def,pronoun,Anim,those presents,Def,non,Inanim
mother and father gave &books& to $me$,gave me books .,gave,me,Def,pronoun,Anim,books,Indef,non,Inanim
I wouldn't tell &that& to $him$ now but he did,tell him that . that,tell,him,Def,pronoun,Anim,that,Def,pronoun,Inanim
you could see it it was pale . and that that gave &a lot of trouble& to $him$,gave him a lot of trouble .,gave,him,Def,pronoun,Anim,a lot of trouble,Indef,non,Inanim
with gifts or just to wish &a merry Christmas& to $us$,wish us a merry Christmas,wish,us,Def,pronoun,Anim,a merry Christmas,Indef,non,Inanim
they they um . dad was . sending &a copy of that tape& to $them$ and .,sending them a copy of that tape,sending,them,Def,pronoun,Anim,a copy of that tape,Indef,non,Inanim
<right> we owe &a lot& to $them$ because they ahh -,owe them a lot,owe,them,Def,pronoun,Anim,a lot,Indef,non,Inanim
oh he gave &a lecture& to $us$ took our names and one thing and another and ah,gave us a lecture,gave,us,Def,pronoun,Anim,a lecture,Indef,non,Inanim
. you roll it into a that's right and they'd fill that up with boiled lollies when you gave &a decent order& to $them$,gave them a decent order,gave,them,Def,pronoun,Anim,a decent order,Indef,non,Inanim
. and we gave &a hand& to $them$ too,gave them a hand,gave,them,Def,pronoun,Anim,a hand,Indef,non,Inanim
mmm . I think the cousins lent &those& to $me$ mmm,lent me those,lent,me,Def,pronoun,Anim,those,Def,pronoun,Inanim
now you give &carrots or anything& to $them$,give them carrots or anything .,give,them,Def,pronoun,Anim,carrots or anything,Indef,non,Inanim
no - - I know . what I can remember stands out can I tell &this& to $you$,tell you this .,tell,you,Def,pronoun,Anim,this,Def,pronoun,Inanim
show &those photos& to $her$ that's right there was nothing for her .,show her those photos,show,her,Def,pronoun,Anim,those photos,Def,non,Inanim
he'd give &half a crown& to $her$ and ask for the change when she got home -,give her half a crown,give,her,Def,pronoun,Anim,half a crown,Indef,non,Inanim
gran kept her household free with giving &sulpher and treacle& to $them$,giving them sulpher and treacle -,giving,them,Def,pronoun,Anim,sulpher and treacle,Indef,non,Inanim
and grandpa showed &shirts& to $her$ seven and six .,showed her shirts,showed,her,Def,pronoun,Anim,shirts,Indef,non,Inanim
I showed &that& to $you$ that's one of Dad there <is> yes .,showed you that,showed,you,Def,pronoun,Anim,that,Def,pronoun,Inanim
I'll give &her address& to $you$ she's .,give you her address,give,you,Def,pronoun,Anim,her address,Def,non,Inanim
Jim to go and ahh <really okay> um give &a talking to& to $him$,give him a talking to,give,him,Def,pronoun,Anim,a talking to,Indef,non,Inanim
all sorts of people donate money to them the Trust bank give &money& to $them$ <okay>,give them money,give,them,Def,pronoun,Anim,money,Indef,non,Inanim
and I must tell &his name& to $you$ it was Mr. Puller -,tell you his name,tell,you,Def,pronoun,Anim,his name,Def,non,Inanim
but they didn't tell &anything& to $me$ until we were . it was all all . signed and sealed and I was .,tell me anything,tell,me,Def,pronoun,Anim,anything,Indef,non,Inanim
we expected it would stop and give &a lift& to $us$,give us a lift .,give,us,Def,pronoun,Anim,a lift,Indef,non,Inanim
she would be hoping it would give &a ride& to $us$ and then she'd think the mean beggar if he didn't stop,give us a ride,give,us,Def,pronoun,Anim,a ride,Indef,non,Inanim
and I used to get up on Monday morning and walk down to the station with her and carry her suitcase and she used to give &threepence& to $me$,give me threepence .,give,me,Def,pronoun,Anim,threepence,Indef,non,Inanim
I'll show &a lovely photo& to $you$ that had red you know that red sort of -,show you a lovely photo -,show,you,Def,pronoun,Anim,a lovely photo,Indef,non,Inanim
to the butchers . give &the order& to $him$ pay for the meat . and walk all the way back and then they'd deliver the meat I often think of that,give him the order .,give,him,Def,pronoun,Anim,the order,Def,non,Inanim
oh yes he read &stories& to $us$ mmm . he was a good reader . he was very good at arithmetic .,read us stories .,read,us,Def,pronoun,Anim,stories,Indef,non,Inanim
but he said that the pips give &appendicitis& to $you$ so so we didn't have tomatoes .,give you appendicitis,give,you,Def,pronoun,Anim,appendicitis,Def,non,Inanim
and we might give &the sandwich& to $the child$ between us .,give the child the sandwich,give,the child,Def,non,Anim,the sandwich,Def,non,Inanim
a message and I gave &cheek& to $her$ and I was very very rude .,gave her cheek,gave,her,Def,pronoun,Anim,cheek,Indef,non,Inanim
I felt that dad gave &the hiding of my life& to $me$,gave me the hiding of my life -,gave,me,Def,pronoun,Anim,the hiding of my life,Def,non,Inanim
that's because I gave &cheek& to $mum$,gave mum cheek .,gave,mum,Def-pn,non,Anim,cheek,Indef,non,Inanim
and ah some of them deserved it no they gave &a strapping like that& to $you$,gave you a strapping like that  -,gave,you,Def,pronoun,Anim,a strapping like that,Indef,non,Inanim
he gave &a hand full of stamps& to $me$ real stamps I didn't know what stamps were then I put them in the fire .,gave me a hand full of stamps,gave,me,Def,pronoun,Anim,a hand full of stamps,Indef,non,Inanim
and Dad used to tell &yarns& to $him$ Dad were all .,tell him yarns .,tell,him,Def,pronoun,Anim,yarns,Indef,non,Inanim
the letter out from home and telling &this yarn& to $all his mates$ you see .,telling all his mates this yarn,telling,all his mates,Def,non,Anim,this yarn,Def,non,Inanim
and ahh his mother sent &a pair of boots& to $him$,sent him a pair of boots -,sent,him,Def,pronoun,Anim,a pair of boots,Indef,non,Inanim
and Miss Wilson said to him . oh you are a lovely little boy are you going to give &a kiss& to $me$,give me a kiss .,give,me,Def,pronoun,Anim,a kiss,Indef,non,Inanim
and we she used to tell &stories& to $us$ on the way to school and we'd sing .,tell us stories,tell,us,Def,pronoun,Anim,stories,Indef,non,Inanim
Miss err Christie gave &the wool& to $us$ she su bought all the wool . out of her own salary .,gave us the wool,gave,us,Def,pronoun,Anim,the wool,Def,non,Inanim
but she used to boil an egg and give &that& to $us$ too to take,give us that,give,us,Def,pronoun,Anim,that,Def,pronoun,Inanim
but I just couldn't it came away so he held my hand like that and gave &a wee tap& to $it$,gave it a wee tap,gave,it,Def,pronoun,Inanim,a wee tap,Indef,non,Inanim
yes I told &that& to $you$ yes,told you that,told,you,Def,pronoun,Anim,that,Def,pronoun,Inanim
and she took us to church in the morning and she sat and err read &stories about Armageddon& to $us$ for the afternoon,read us stories about Armageddon,read,us,Def,pronoun,Anim,stories about Armageddon,Indef,non,Inanim
and grandfather used to give &pieces of that& to $mother$ to make our frocks,give mother pieces of that,give,mother,Def-pn,non,Anim,pieces of that,Indef,non,Inanim
lemons the bells of St Clements you owe &a farthing& to $me$,owe me a farthing .,owe,me,Def,pronoun,Anim,a farthing,Indef,non,Inanim
gave &some& to $me$ but I think by - the sister above me you see I got a trip to England and she didn't.,gave me some -,gave,me,Def,pronoun,Anim,some,Indef,non,Inanim
once a year and it cost &nothing& to $them$ to come to us,cost them nothing,cost,them,Def,pronoun,Anim,nothing,Indef,non,Inanim
because we went to them all round and it cost &nothing& to $us$ to go to them except the transport .,cost us nothing,cost,us,Def,pronoun,Anim,nothing,Indef,non,Inanim
. she used to read &wee McGregor stories& to $us$,read us wee McGregor stories .,read,us,Def,pronoun,Anim,wee McGregor stories,Indef,non,Inanim
. she taught &english& to $us$,taught us english,taught,us,Def,pronoun,Anim,english,Def,non,Inanim
then couldn't sa you couldn't ah say to the children we'll go and tell your headmaster or anything like that cos they'd only give &cheek& to $you$,give you cheek - -,give,you,Def,pronoun,Anim,cheek,Indef,non,Inanim
fortunately I'd told &this& to $her$ otherwise she'd have been absolutely you know horrified .,told her this,told,her,Def,pronoun,Anim,this,Def,pronoun,Inanim
if they gave &a sweet& to $me$ yes that was alright but you know .,gave me a sweet,gave,me,Def,pronoun,Anim,a sweet,Indef,non,Inanim
you know very various thin~ give &a hammer and a nail& to $me$ and I was usually quite um -,give me a hammer and a nail,give,me,Def,pronoun,Anim,a hammer and a nail,Indef,non,Inanim
um now when you finish this I will tell &a story about him& to $you$ but a .,tell you a story about him,tell,you,Def,pronoun,Anim,a story about him,Indef,non,Inanim
that ahh . they recognised our worth and gave &a bit extra money& to $us$,gave us a bit extra money .,gave,us,Def,pronoun,Anim,a bit extra money,Indef,non,Inanim
and ahh I always hoped to get finished by three o clock in the afternoon so it gave &plenty of time to clean up& to $the chaps$ afterwards .,gave the chaps plenty of time to clean up,gave,the chaps,Def,non,Anim,plenty of time to clean up,Indef,non,Inanim
and they'd brought him off the road and gave &the buyer's job& to $him$,gave him the buyer's job .,gave,him,Def,pronoun,Anim,the buyer's job,Def,non,Inanim
bought that house in front and that gave &access& to $us$ to build this .,gave us access,gave,us,Def,pronoun,Anim,access,Indef,non,Inanim
I want to buy a bit of land to give &access& to $us$ down the side there s~ you could have the bloody lot if you like I said right that'll do me .,give us access,give,us,Def,pronoun,Anim,access,Indef,non,Inanim
ah I'd see him ah . taking the horse to water . ah giving &chaff& to $it$ and sometimes the chaff was .,giving it chaff,giving,it,Def,pronoun,Anim,chaff,Indef,non,Inanim
and the first time I gave &chalk& to $him$ ah and subsequent times too . he'd put it . on the tramrails .,gave him chalk .,gave,him,Def,pronoun,Anim,chalk,Indef,non,Inanim
I could show &that& to $you$ ah we've got a . a great big . paper with five thousand names on it that's the family tree . up to about 19,show you that .,show,you,Def,pronoun,Anim,that,Def,pronoun,Inanim
it might give &a clue& to $you$ as to whose funeral you did go to so,give you a clue,give,you,Def,pronoun,Anim,a clue,Indef,non,Inanim
I know she used to lend &books& to $me$ and things,lend me books,lend,me,Def,pronoun,Anim,books,Indef,non,Inanim
he he never told &that& to $me$ because he he didn't like the Irishmen too much but he knew that I knew,told me that,told,me,Def,pronoun,Anim,that,Def,pronoun,Inanim
and he just give &a bit of a nudge& to $me$ and I went in alright .,give me a bit of a nudge,give,me,Def,pronoun,Anim,a bit of a nudge,Indef,non,Inanim
well you owed &six marbles& to $me$ you see how it happened .,owed me six marbles .,owed,me,Def,pronoun,Anim,six marbles,Indef,non,Inanim
well then you'll get your turn later on . you might put it into ten I have to give &ten marbles& to $you$,give you ten marbles .,give,you,Def,pronoun,Anim,ten marbles,Indef,non,Inanim
and if I say well if I beat you . you can give &three stinkies& to $me$ for one .,give me three stinkies,give,me,Def,pronoun,Anim,three stinkies,Indef,non,Inanim
they used to give &a spell& to $the horses$ there .,give the horses a spell,give,the horses,Def,non,Anim,a spell,Indef,non,Inanim
she give &a bit of hurry up& to $me$ but anyhow .,give me a bit of hurry up .,give,me,Def,pronoun,Anim,a bit of hurry up,Indef,non,Inanim
that gave &a bit of a fright& to $me$ I was always more careful after that .,gave me a bit of a fright,gave,me,Def,pronoun,Anim,a bit of a fright,Indef,non,Inanim
I think it was a shilling . you had to pay a registration fee and they gave &a medal& to $you$,gave you a medal .,gave,you,Def,pronoun,Anim,a medal,Indef,non,Inanim
and he gave &half a crown& to $me$ I thought I was made -,gave me half a crown,gave,me,Def,pronoun,Anim,half a crown,Indef,non,Inanim
it didn't do &any good& to $anybody$ and all they did was just throw the stuff on the road .,do anybody any good,do,anybody,Indef,non,Anim,any good,Indef,non,Inanim
sort of thing you know I remember mum teaching &our prayers& to $us$,teaching us our prayers .,teaching,us,Def,pronoun,Anim,our prayers,Def,non,Inanim
well I do anyhow have the have the parents that I did have to show &the way& to $me$ and ahh . you know -,show me the way,show,me,Def,pronoun,Anim,the way,Def,non,Inanim
and I'd think oh yes well dad said I remember dad telling &that& to $me$ and dad doing this and .,telling me that,telling,me,Def,pronoun,Anim,that,Def,pronoun,Inanim
tell &a yarn& to $us$ dad you know sort of thing and he . yeah .,tell us a yarn,tell,us,Def,pronoun,Anim,a yarn,Indef,non,Inanim
ahh when I married we didn't . my wife's people had a piano we used to give &a bit of a hiding& to $that$,give that a bit of a hiding .,give,that,Def,pronoun,Inanim,a bit of a hiding,Indef,non,Inanim
I'd have to remember their names to give &their nicknames& to $them$ I suppose th~ mmm .,give them their nicknames,give,them,Def,pronoun,Anim,their nicknames,Def,non,Inanim
not giving &the benefit of the doubt& to $them$ if they couldn't do things or .,giving them the benefit of the doubt,giving,them,Def,pronoun,Anim,the benefit of the doubt,Def,non,Inanim
on the way back mother would give &some jam& to $them$   to,give them some jam .,give,them,Def,pronoun,Anim,some jam,Indef,non,Inanim
it kept me more it kept me occupied it gave &something to do& to $me$,gave me something to do .,gave,me,Def,pronoun,Anim,something to do,Indef,non,Inanim
your ah argument that you've put forward for yourself and it's very good so we'll give &the ten shillings a week& to $you$ the first boy in the history of the company .,give you the ten shillings a week',give,you,Def,pronoun,Anim,the ten shillings a week,Def,non,Inanim
the people were very . oh sending &white feathers& to $people$ all this nonsense . no I didn't like it that .,sending people white feathers,sending,people,Indef,non,Anim,white feathers,Indef,non,Inanim
and he just gave &indefinite leave without pay& to $him$ and he said .,gave him indefinite leave without pay,gave,him,Def,pronoun,Anim,indefinite leave without pay,Indef,non,Inanim
but I can tell &a story that actually did happen& to $you$,tell you a story that actually did happen .,tell,you,Def,pronoun,Anim,a story that actually did happen,Indef,non,Inanim
oh and he gave &a dressing down& to $these two doctors$ he was very angry .,gave these two doctors a dressing down,gave,these two doctors,Def,non,Anim,a dressing down,Indef,non,Inanim
oh sh she would she'd give &a severe lecture& to $you$ and we we used to be . scared of her ah way she used to t . tear into us .,give you a severe lecture,give,you,Def,pronoun,Anim,a severe lecture,Indef,non,Inanim
and he give &the reins& to $me$ he said 'now you're the rider and I'm only the passenger' .,give me the reins,give,me,Def,pronoun,Anim,the reins,Def,non,Inanim
giving &your orders& to $you$ and all that sort of thing but that's as far as it went . you never -,giving you your orders,giving,you,Def,pronoun,Anim,your orders,Def,non,Inanim
their . nieces . they used to . gossip sometimes and tell &things& to $me$ you know .,tell me things,tell,me,Def,pronoun,Anim,things,Indef,non,Inanim
and when he was born . I remember my mother telling me that the lodge gave &some money& to $them$,gave them some money.,gave,them,Def,pronoun,Anim,some money,Indef,non,Inanim
and gave &the money they paid& to $me$,gave me the money they paid -,gave,me,Def,pronoun,Anim,the money they paid,Def,non,Inanim
his boss said . he g . gave &the job& to $him$ to come down here . which I was thrilled to bits to come back .,gave him the job,gave,him,Def,pronoun,Anim,the job,Def,non,Inanim
he . tau he taught &it all& to $me$ but ah .,taught me it all .,taught,me,Def,pronoun,Anim,it all,Def,pronoun,Inanim
dressed in h gave &a doll& to $me$ and it was all beautifully dressed .,gave me a doll,gave,me,Def,pronoun,Anim,a doll,Indef,non,Inanim
and she could she would tell &a story that lasted from one corner to the next corner& to $us$,tell us a story that lasted from one corner to the next corner .,tell,us,Def,pronoun,Anim,a story that lasted from one corner to the next corner,Indef,non,Inanim
and he would . give &the total of it& to $you$ or whatever it was just tell you just like that,give you the total of it,give,you,Def,pronoun,Anim,the total of it,Def,non,Inanim
and I gave &the answer& to $him$,gave him the answer,gave,him,Def,pronoun,Anim,the answer,Def,non,Inanim
. and he looked at me and he said you're the first boy in New Zealand who's given &the answer& to $me$,given me the answer,given,me,Def,pronoun,Anim,the answer,Def,non,Inanim
they sent the men wanting to sell &all sorts of stuff& to $them$ up   that's,sell them all sorts of stuff,sell,them,Def,pronoun,Anim,all sorts of stuff,Indef,non,Inanim
. but I've got a very nice ah cam did I tell &this& to $you$ that I've got a very nice cameo,tell you this,tell,you,Def,pronoun,Anim,this,Def,pronoun,Inanim
. I could just open that door and show &a slate& to $you$,show you a slate,show,you,Def,pronoun,Anim,a slate,Indef,non,Inanim
. and I've got pictures of him here too I could show &a lot of stuff about Arthur Street School& to $you$,show you a lot of stuff about Arthur Street School,show,you,Def,pronoun,Anim,a lot of stuff about Arthur Street School,Indef,non,Inanim
. and I could tell &something& to $you$,tell you something,tell,you,Def,pronoun,Anim,something,Indef,non,Inanim
 - I off the cuff I don't think I could tell &that& to $you$ no I don't think I,tell you that,tell,you,Def,pronoun,Anim,that,Def,pronoun,Inanim
. I couldn't tell &that& to $you$,tell you that,tell,you,Def,pronoun,Anim,that,Def,pronoun,Inanim
 - cause I can't really tell &a great deal about it& to $you$,tell you a great deal about it,tell,you,Def,pronoun,Anim,a great deal about it,Indef,non,Inanim
. could have just ah given &a ring& to $them$ just to . have a talk and ask them,given them a ring,given,them,Def,pronoun,Anim,a ring,Indef,non,Inanim
. his sister from the north island . decided to pay &a visit& to $him$  . so,pay him a visit,pay,him,Def,pronoun,Anim,a visit,Indef,non,Inanim
yes well I told &all that& to $him$,told him all that,told,him,Def,pronoun,Anim,all that,Def,pronoun,Inanim
he gave &a horse that was pretty flighty& to $a chap$,gave a chap a horse that was pretty flighty .,gave,a chap,Indef,non,Anim,a horse that was pretty flighty,Indef,non,Anim
to show &the way out& to $them$,show them the way out .,show,them,Def,pronoun,Anim,the way out,Def,non,Inanim
they told &the story& to $them$ and they all t~ . turned and . proceeded back to Oakura,told them the story .,told,them,Def,pronoun,Anim,the story,Def,non,Inanim
and I just turned around . and gave &a packet of senna leaves& to $him$,gave him a packet of senna leaves .,gave,him,Def,pronoun,Anim,a packet of senna leaves,Indef,non,Inanim
and he asked me if I could give &the recipe& to $him$,give him the recipe .,give,him,Def,pronoun,Anim,the recipe,Def,non,Inanim
and he . turned informer and he told &where they had their opium& to $the policemen$,told the policemen where they had their opium .,told,the policemen,Def,non,Anim,where they had their opium,Indef,non,Inanim
and he said I've just finished my dinner . but I'll give &what I have left of the stew& to $you$,give you what I have left of the stew .,give,you,Def,pronoun,Anim,what I have left of the stew,Indef,non,Inanim
and the policeman come up and he ahh . oh there was a little bit of trouble about it I couldn't exactly tell &all the details of it& to $you$ <mmm>,tell you all the details of it .,tell,you,Def,pronoun,Anim,all the details of it,Def,non,Inanim
that ought to give &all the names& to $you$,give you all the names .,give,you,Def,pronoun,Anim,all the names,Def,non,Inanim
who one day gave &a check for two pound& to $him$ which he took home to his mother . Mary Hamilton .,gave him a check for two pound,gave,him,Def,pronoun,Anim,a check for two pound,Indef,non,Inanim
and they told &what they had done& to $Sergeant Brown$ <mmm hmm> he said well I'll take a watch and see what they were going to do.,told Sergeant Brown what they had done .,told,Sergeant Brown,Def-pn,non,Anim,what they had done,Indef,non,Inanim
and if she would take &a rope& to $him$ he would get out . because he was taken away the next day,take him a rope,take,him,Def,pronoun,Anim,a rope,Indef,non,Inanim
Black Peter offered to get him in if they'd give &a bottle of whiskey& to $him$,give him a bottle of whiskey .,give,him,Def,pronoun,Anim,a bottle of whiskey,Indef,non,Inanim
got behind the bullock and gave &one clack& to $him$,gave him one clack .,gave,him,Def,pronoun,Anim,one clack,Indef,non,Inanim
of course he had to give &a pull into the crop or away from the crop& to $them$,give them a pull into the crop or away from the crop,give,them,Def,pronoun,Anim,a pull into the crop or away from the crop,Indef,non,Inanim
well he says give &a hand& to $me$ to pull on another pair of pants he says cause I'm bound to be getting wet .,give me a hand,give,me,Def,pronoun,Anim,a hand,Indef,non,Inanim
I told &his name& to $you$ what what'd I say his name was Bill ?,told you his name,told,you,Def,pronoun,Anim,his name,Def,non,Inanim
he told &that& to $me$ before he died with his own mouth,told me that,told,me,Def,pronoun,Anim,that,Def,pronoun,Inanim
I want to tell &some funny joke about Coopers& to $you$ when you're done,tell you some funny joke about Coopers,tell,you,Def,pronoun,Anim,some funny joke about Coopers,Indef,non,Inanim
he said would you give &a little bit of it& to $me$,give me a little bit of it .,give,me,Def,pronoun,Anim,a little bit of it,Indef,pronoun,Inanim
oh I give &a bit of it& to $him$ he didn't tell me what he was going to do with it,give him a bit of it,give,him,Def,pronoun,Anim,a bit of it,Indef,pronoun,Inanim
and ah . she gave &this whip with a whistle on it& to $me$,gave me this whip with a whistle on it .,gave,me,Def,pronoun,Anim,this whip with a whistle on it,Def,non,Inanim
but I want to tell &something about this Slater& to $you$ this boy was older than me .,tell you something about this Slater,tell,you,Def,pronoun,Anim,something about this Slater,Indef,non,Inanim
you know and had a great big spree and they'd give &so much& to $you$ each . you know .,give you so much,give,you,Def,pronoun,Anim,so much,Indef,non,Inanim
I could show &that& to $you$ up round there . yeah .,show you that,show,you,Def,pronoun,Anim,that,Def,pronoun,Inanim
give &some brandy and milk& to $him$ and .,give him some brandy and milk,give,him,Def,pronoun,Anim,some brandy and milk,Indef,non,Inanim
I could tell &a good yarn about that Nui& to $you$,tell you a good yarn about that Nui .,tell,you,Def,pronoun,Anim,a good yarn about that Nui,Indef,non,Inanim
Lum used to tell &how much it was& to $me$ it was pretty expensive . mmm . yeah .,tell me how much it was .,tell,me,Def,pronoun,Anim,how much it was,Indef,non,Inanim
and he turned round to me and he says I tell &that& to $you$,tell you that,tell,you,Def,pronoun,Anim,that,Def,pronoun,Inanim
they used to come here and pull buckets of it but I can't tell &the name of it& to $you$,tell you the name of it .,tell,you,Def,pronoun,Anim,the name of it,Def,non,Inanim
I think they did do &a lot of good& to $them$,do them a lot of good .,do,them,Def,pronoun,Anim,a lot of good,Indef,non,Inanim
but I didn't tell &that one& to $him$,tell him that one,tell,him,Def,pronoun,Anim,that one,Def,pronoun,Inanim
they had to give &a animal name& to $this$ the same as the rest of them   and,give this a animal name,give,this,Def,pronoun,Inanim,a animal name,Indef,non,Inanim
and I'll tell &another little story& to $you$,tell you another little story,tell,you,Def,pronoun,Anim,another little story,Indef,non,Inanim
and ahh oh well we'll go and give &a turn& to $the other fellow$,give the other fellow a turn .,give,the other fellow,Def,non,Anim,a turn,Indef,non,Inanim
I'll tell &an incident in reference to that& to $you$,tell you an incident in reference to that .,tell,you,Def,pronoun,Anim,an incident in reference to that,Indef,non,Inanim
knocker . and it turned out to be the dear old gentleman who'd lent &the frying pan& to $them$,lent them the frying pan .,lent,them,Def,pronoun,Anim,the frying pan,Def,non,Inanim
Paddy Corboy said he'd given &a hiding& to $old Cornelius Day$ and .,given old Cornelius Day a hiding,given,old Cornelius Day,Def-pn,non,Anim,a hiding,Indef,non,Inanim
paid him for it . paid &cash& to $him$,paid him cash .,paid,him,Def,pronoun,Anim,cash,Indef,non,Inanim
use him for William not yet not just yet but he says I can tell &one thing& to $you$,tell you one thing .,tell,you,Def,pronoun,Anim,one thing,Indef,non,Inanim
show &what the liberals were doing making ducks and drakes of the country& to $him$,show him what the liberals were doing making ducks and drakes of the country .,show,him,Def,pronoun,Anim,what the liberals were doing making ducks and drakes of the country,Indef,non,Inanim
or Waihou river to give &its Maori name& to $it$,give it its Maori name .,give,it,Def,pronoun,Inanim,its Maori name,Def,non,Inanim
I can't tell &quite what year that is& to $you$ from memory .,tell you quite what year that is,tell,you,Def,pronoun,Anim,quite what year that is,Indef,non,Inanim
ahh Mr Firth they had a boat on the river I'll tell &a little about her& to $you$,tell you a little about her -,tell,you,Def,pronoun,Anim,a little about her,Indef,non,Inanim
and I showed &these bones& to $him$ and he turned them over,showed him these bones .,showed,him,Def,pronoun,Anim,these bones,Def,non,Inanim
oh I couldn't tell &the date& to $you$,tell you the date .,tell,you,Def,pronoun,Anim,the date,Def,non,Inanim
. but he had them out . he showed &how to load rifles& to $them$  . and,showed them how to load rifles,showed,them,Def,pronoun,Anim,how to load rifles,Indef,non,Inanim
of some sort I tell &how they used to come out here& to $you$ there was a few of them about .,tell you how they used to come out here,tell,you,Def,pronoun,Anim,how they used to come out here,Indef,non,Inanim
because . I'll tell &a thing& to $you$ now -,tell you a thing,tell,you,Def,pronoun,Anim,a thing,Indef,non,Inanim
well no I can't tell &anything about him& to $you$ but the n place was named after him .,tell you anything about him,tell,you,Def,pronoun,Anim,anything about him,Indef,non,Inanim
I I was in Macetown I'll tell &that& to $you$ when my story comes along,tell you that,tell,you,Def,pronoun,Anim,that,Def,pronoun,Inanim
I I can't tell &how many he had& to $you$ but he must've had nine or ten of a family .,tell you how many he had,tell,you,Def,pronoun,Anim,how many he had,Indef,non,Inanim
you can't tell &the name of it& to $you$,tell you the name of it .,tell,you,Def,pronoun,Anim,the name of it,Def,non,Inanim
I can't tell &the names of them& to $you$ now,tell you the names of them,tell,you,Def,pronoun,Anim,the names of them,Def,non,Inanim
I couldn't exactly tell &what I used to do& to $you$,tell you what I used to do .,tell,you,Def,pronoun,Anim,what I used to do,Indef,non,Inanim
I told &that& to $him$,told him  that,told,him,Def,pronoun,Anim,that,Indef,non,Inanim
I could tell &lots of things that I did on the farm& to $you$,tell you lots of things that I did on the farm .,tell,you,Def,pronoun,Anim,lots of things that I did on the farm,Indef,non,Inanim
I could show &my wedding dress& to $you$ and look here there's not another wedding dress with so much work on it .,show you my wedding dress,show,you,Def,pronoun,Anim,my wedding dress,Def,non,Inanim
too gave &a most enthusiastic reception& to $him$,gave him a most enthusiastic reception -,gave,him,Def,pronoun,Anim,a most enthusiastic reception,Indef,non,Inanim
eh - eh they gave &a great welcome& to $him$,gave him a great welcome .,gave,him,Def,pronoun,Anim,a great welcome,Indef,non,Inanim
and he coached us 'til twelve o' clock and he gave &enough work to do& to $us$ to keep us up to one or two in the morning,gave us enough work to do,gave,us,Def,pronoun,Anim,enough work to do,Indef,non,Inanim
well they treated it all but I just couldn't tell &the amount they got out of it& to $you$ for memory .,tell you the amount they got out of it,tell,you,Def,pronoun,Anim,the amount they got out of it,Def,non,Inanim
they give &ten thousand pounds& to $them$ for the right .,give them ten thousand pounds,give,them,Def,pronoun,Anim,ten thousand pounds,Indef,non,Inanim
well he'll give &measured section& to $you$ perhaps a hundred feet on the line of a reef .,give you measured section,give,you,Def,pronoun,Anim,measured section,Indef,non,Inanim
half wages . to give &half wages& to $yourself$,give yourself half wages -,give,yourself,Def,pronoun,Anim,half wages,Indef,non,Inanim
and then ahh . you pay &ten percent& to $the company$,pay the company ten percent .,pay,the company,Def,non,Inanim,ten percent,Indef,non,Inanim
and he was paying &half wages& to $me$,paying me half wages,paying,me,Def,pronoun,Anim,half wages,Indef,non,Inanim
but I said to him I protested and said I thought you'd given &these shares& to $me$ to keep .,given me these shares,given,me,Def,pronoun,Anim,these shares,Def,non,Inanim
that gave &the right to go to the Auckland Grammar School for two years& to $me$,gave me the right to go to the Auckland Grammar School for two years -,gave,me,Def,pronoun,Anim,the right to go to the Auckland Grammar School for two years,Def,non,Inanim
he gave &a job& to $me$,gave me a job .,gave,me,Def,pronoun,Anim,a job,Indef,non,Inanim
and the dad told him to give &a proper sickenin'& to $me$,give me a proper sickenin' .,give,me,Def,pronoun,Anim,a proper sickenin',Indef,non,Inanim
